,Type,Metal,Ligand,Synthesis method,Solvent,Physical state,Oxidation number,Reaction Time (h),SSA (m2/g),Pore size (nm),pore volume (cm3/g),CO2 adsorption capacity (mmol/g),CO2 selectivity percentage,Adsorption Temp (K),Adsorption pressure (bar),filename,Group,SuperGroup,0,1,unit,mean
727,DMOF(Zn),Zn,"H2BDC, DABCO",solvothermal,DMF,solid,2.0,2.0,,,,,,,,349.pdf,DMOF(Zn),DMOF(Zn),,,,
728,BMOF(Zn),Zn,"H2BDC, BPY",solvothermal,DMF/EtOH,solid,2.0,24.0,70.0,,,,,,,349.pdf,BMOF(Zn),BMOF(Zn),,,,
729,Calcium Oxide,Ca,,,,solid,,,,,,1.7,24.5,,,350.pdf,Calcium Oxide,Calcium Oxide,,,,
730,Magnesium Oxide,Mg,,,,solid,,,297.1,,,2.72,112.0,,,350.pdf,Magnesium Oxide,Magnesium Oxide,,,,
731,Cobalt Oxide,Co,,,,solid,2.0,,,,,,,,,350.pdf,Cobalt Oxide,Cobalt Oxide,,,,
732,Zinc Oxide,Zn,,,,solid,2.0,12.0,,,,8.1,,,,350.pdf,Zinc Oxide,Zinc Oxide,,,,
733,nan,,,,,,,,,,,,,,,350.pdf,nan,,,,,
734,PCN-250(Fe3),Fe,H4ABTC,solvothermal,DMF,solid,3.0,12.0,1470.0,0.59,0.51,54.2,,298.0,1.0,351.pdf,PCN-250(Fe3),PCN,,,cm3,
735,PCN-250(Fe2Co),"Fe, Co",H4ABTC,solvothermal,DMF,solid,2.0,12.0,1653.0,0.8,0.57,68.9,,298.0,1.0,351.pdf,PCN-250(Fe2Co),PCN,,,cm3,
736,SIFSIX-3-Cu,Cu,Pyrazine (Pyz),liquid-phase epitaxy (lpe),MeOH,thin film,2.0,20.0,,0.35,,,,308.0,2.0,352.pdf,SIFSIX-3,SIFSIX,,,,
737,SIFSIX-3-Ni,Ni,Pyrazine (Pyz),liquid-phase epitaxy (lpe),MeOH,thin film,2.0,20.0,,0.37,,,,308.0,2.0,352.pdf,SIFSIX-3,SIFSIX,,,,
738,Mg/DOBDC,Mg,"2,5-dioxido-H2BDC",solvothermal,DMF/EtOH/H2O,,2.0,,469.0,1.06,,0.38,,298.0,0.0004,353.pdf,Mg/DOBDC,Metal/dobdc,,,,
739,ED-Mg/DOBDC,Mg,Ethylenediamine (ED),grafting,,,2.0,12.0,,0.61,,1.51,,,,353.pdf,ED-Mg/DOBDC,Metal/dobdc,,,,
740,UiO-66,Zr,benzene dicarboxylate (BDC−2),direct ligand substitution,DMF,,4.0,,1105.0,,0.55,,,298.0,,354.pdf,UiO-66,UiO,,,,
741,UiO-66-NH2,Zr,NH2-BDC,direct ligand substitution,DMF,,4.0,,1123.0,,0.52,,,298.0,,354.pdf,UiO-66,UiO,,,,
742,UiO-66-NO2,Zr,2-nitro-H2BDC,direct ligand substitution,DMF,,4.0,,792.0,,0.4,,,298.0,,354.pdf,UiO-66,UiO,,,,
743,"UiO-66-1,4-Naphyl",Zr,"1,4-naphthalene-dicarboxylic acid",direct ligand substitution,DMF,,4.0,,757.0,,0.42,,,298.0,,354.pdf,UiO-66,UiO,,,,
744,"UiO-66-2,5-(OMe)2",Zr,"2,5-dimethoxy-H2BDC",direct ligand substitution,DMF,,4.0,,868.0,,0.38,,,298.0,,354.pdf,UiO-66,UiO,,,,
745,Amino-MIL-53(Al),Al,NH2-BDC,,,,3.0,,,0.79,,6.81663258350375,,303.0,30.0,355.pdf,MIL-53,MIL,,,,
746,[Zn(btz)] ·DMF ·0.5H2O,Zn,"1,5-bis(5-tetrazolo)-3-oxapentane",,DMF,microporous,,,1151.0,0.55,0.65,8.089070665757783,21.1,273.0,1.0,356.pdf,[Zn(btz)] ·DMF ·0.5H2O,[Zn(btz)] ·DMF ·0.5H2O,,,,
747,CuZn-HKUST-1,"Cu, Zn",H3BTC,hydrothermal,DMF/EtOH,nanoparticles,,,,,,,,,,357.pdf,HKUST-1,HKUST,,,,
748,Na-ZSM-5,,,hydrothermal,H2O,solid,,3.0,,0.56,,,,,,357.pdf,Na-ZSM-5,Na-ZSM-5,,,,
749,Zn3(L)3(H2L),Zn,NH2-BDC,solvothermal crystallization,DMF/EtOH,solid,,5.0,82.0,0.98,,,99.0,,,358.pdf,Zn3(L)3(H2L),Zn3(L)3(H2L),,,,
750,Cu-ASP,Cu,aspartic acid,controllable annealing,,nanowires,2.0,1.0,,,,,,,,359.pdf,Cu-ASP,Cu-ASP,,,,
751,MUF-17,Co,5-aminoisophthalate (aip),reflux,H2O/MeOH,,,,,0.47,,1.4812170964575713,,298.0,1.0,360.pdf,MUF-17,MUF-17,,,,
752,Mg2(dobdc),Mg,H4doBDC,solvothermal,MeOH,,2.0,18.0,,,,,,,1.0,361.pdf,Mg2(dobdc),Metal/dobdc,,,,
753,Ni2(dobdc),Ni,H4doBDC,solvothermal,MeOH,,2.0,18.0,,,,,,,1.0,361.pdf,Ni2(dobdc),Metal/dobdc,,,,
754,Fe2(dobdc),Fe,H4doBDC,solvothermal,MeOH,,2.0,18.0,,,,,,,1.0,361.pdf,Fe2(dobdc),Metal/dobdc,,,,
755,Co2(dobdc),Co,H4doBDC,solvothermal,MeOH,,2.0,18.0,,,,,,,1.0,361.pdf,Co2(dobdc),Metal/dobdc,,,,
756,Zn2(dobdc),Zn,H4doBDC,solvothermal,MeOH,,2.0,18.0,,,,,,,1.0,361.pdf,Zn2(dobdc),Metal/dobdc,,,,
757,Mn2(dobdc),Mn,H4doBDC,solvothermal,MeOH,,2.0,18.0,,,,,,,1.0,361.pdf,Mn2(dobdc),Metal/dobdc,,,,
758,Cu2(dobdc),Cu,H4doBDC,solvothermal,MeOH,,2.0,18.0,,,,,,,1.0,361.pdf,Cu2(dobdc),Metal/dobdc,,,,
759,Mg2(dobpdc),Mg,H4dopdc,,,,2.0,,,,,,,,,361.pdf,Mg2(dobpdc),Metal/dobpdc,,,,
760,UTSA-74,,H4doBDC,,,,,,,,,,,,,361.pdf,UTSA-74,UTSA,,,,
761,CPM-74,Zn,H3oBDC,solvothermal,,,2.0,,,,,,,,,361.pdf,CPM-74,CPM-74,,,,
762,MET-6,Zn,,direct pyrolysis of n-rich energetic mofs,,solid,2.0,,1072.0,26.0,,,,,,362.pdf,MET-6,MET-6,,,,
763,ZnGLy,Zn,"N,N-bis(phosphonomethyl)glycine",hydrothermal,H2O,microporous solid,2.0,48.0,108.0,0.83,0.18,,,,,363.pdf,ZnGLy,ZnGLy,,,,
764,Mg-MOF-74,Mg,H4doBDC,,,,2.0,,,,,,,,,364.pdf,MOF-74,MOF,,,,
765,IRMOF-74-III,,functionalized organic linkers,suzuki –miyaura coupling,,,,,,2.6,,,,,,364.pdf,IRMOF-74,IRMOF,,,,
766,MIL-101(Cr)-TREN,Cr,H2BDC,grafted,Toluene,solid,3.0,,2600.0,,,2.8,,298.0,0.0004,365.pdf,MIL-101,MIL,,,,
767,MIL-101(Cr)-PEI-800,Cr,H2BDC,impregnated,MeOH,solid,3.0,24.0,2600.0,,,1.35,,298.0,0.0004,365.pdf,MIL-101,MIL,,,,
768,UiO-67-IL,Zr,Imidazolium-based ligand,solvothermal assembly,DMF,solid,4.0,24.0,846.0,,0.43,0.9993753903810118,,298.0,1.01325,366.pdf,UiO-67,UiO,,,cm3,
769,Cs3Bi2Br9/Bi-MOF,Bi,H3BTC,solvothermal,DMF/MeOH,solid,,24.0,1150.0,,,0.3015972160256982,82.6,298.15,1.0,367.pdf,Cs3Bi2Br9/Bi-MOF,MOF,,,,
770,polyILs@MIL-101,Cr,H2BDC,in situ polymerization,EtOH,solid,3.0,24.0,2462.0,3.0,1.26,2.766128312661729,,298.0,1.0,368.pdf,MIL-101,MIL,,,cm3,
771,IRMOF-74-III-(CH2NH2)2,Mg,(CH2NH2)2,microwave irradiation,,,2.0,,,,,2.33,,25.0,0.133322,369.pdf,IRMOF-74,IRMOF,,,,
772,IRMOF-74-III-CH2NH2,Mg,H4DH3PhDC,covalent functionalization,DMF/EtOH/H2O,microcrystalline solid,2.0,20.0,2720.0,2.5,,1.0,,298.0,1.066576,370.pdf,IRMOF-74,IRMOF,,,,
773,MIL-101(Cr)−Ag,Cr,H2BDC,hydrothermal,MeOH,solid,3.0,15.0,,,,,,,,371.pdf,MIL-101,MIL,,,,
774,PCN-222,"Zr, Ni",H4TCPP,pyrolysis,DMF,powder,4.0,30.0,897.0,0.8,0.73,1.76,,298.0,1.01325,372.pdf,PCN-222,PCN,,,,
775,1,Co,"4,6-bis(4′-carboxyphenyl)pyrimidine (H2L)",solvothermal,DMF/H2O,microporous,2.0,4.0,106.13,1.42,0.15,2.3993932363701256,,273.0,1.0,373.pdf,1,1,,,,
776,UiO-67-Pt,Pt,BPDC and BPYDC,wet impregnation,,,0.0,2.0,,,,,,443.0,1.0,374.pdf,UiO-67,UiO,,,,
777,Fe-Doped ZIF-8,"Fe, Ni, Co",2-methylimidazole,pyrolysis with sio2 coating,MeOH,solid,2.0,3.0,1156.6,0.8,0.49,,,,,375.pdf,ZIF-8,ZIF,,,,
778,Ni-Doped ZIF-8,Ni,2-methylimidazole,pyrolysis with sio2 coating,MeOH,solid,2.0,3.0,1185.4,,0.34,,,,,375.pdf,ZIF-8,ZIF,,,,
779,Co-Doped ZIF-8,Co,2-methylimidazole,pyrolysis with sio2 coating,MeOH,solid,2.0,3.0,706.2,,0.24,,,,,375.pdf,ZIF-8,ZIF,,,,
780,Fe-Doped ZIF-8 without SiO2,Fe,2-methylimidazole,pyrolysis without sio2 coating,MeOH,solid,2.0,3.0,360.1,,0.19,,,,,375.pdf,ZIF-8,ZIF,,,,
781,Ni-Doped ZIF-8 without SiO2,Ni,2-methylimidazole,pyrolysis without sio2 coating,MeOH,solid,2.0,3.0,860.3,,0.24,,,,,375.pdf,ZIF-8,ZIF,,,,
782,Co-Doped ZIF-8 without SiO2,Co,2-methylimidazole,pyrolysis without sio2 coating,MeOH,solid,2.0,3.0,600.1,,0.07,,,,,375.pdf,ZIF-8,ZIF,,,,
783,HB-d,Ni,bipy,direct solvothermal,DMF,solid,2.0,,1940.0,1.02,0.76,1.8,,298.0,1.0,376.pdf,HB-d,HB-d,,,cm3,
784,HP-e,Ni,pz,postsynthetic ligand exchange,DMF,solid,2.0,1.0,1210.0,0.91,0.45,3.9,,298.0,0.575,376.pdf,HP-e,HP-e,,,cm3,
785,GP-d,Ni,pz,direct solvothermal,DMF,solid,2.0,2.0,1090.0,0.93,0.41,3.0,,,,376.pdf,GP-d,GP-d,,,cm3,
786,GB-e,Ni,bipy,postsynthetic ligand exchange,DMF,solid,2.0,4.0,1840.0,0.98,0.77,1.5,,,,376.pdf,GB-e,GB-e,,,cm3,
787,66Pym-MeI,Zr,"2,5-pyridinedicarboxylic acid (PyDC)",postsynthetic n-alkylation,DMF,solid,4.0,24.0,732.0,,,,,,,377.pdf,66Pym-MeI,66Pym-MeI,,,,
788,67BPym-MeI,Zr,"2,2′-bipyridine-5,5′-dicarboxylate (BPyDC)",postsynthetic n-alkylation,DMF,solid,4.0,24.0,1073.0,,,,,,,377.pdf,67BPym-MeI,67BPym-MeI,,,,
789,CsPbBr3@ZIF-8,Zn,2-methylimidazole,in situ synthetic process,,,,,,,,0.2645667886142589,,298.0,,378.pdf,ZIF-8,ZIF,,,,
790,CsPbBr3@ZIF-67,Co,2-methylimidazole,in situ synthetic process,,,,,,,,,,,,378.pdf,ZIF-67,ZIF,,,,
791,CrTTPCl,Cr,"4-methyl-1,3-dioxolan-2-one",catalytic,methylenechloride,solid,,18.0,,,,,,,53.779106784,379.pdf,CrTTPCl,CrTTPCl,,,,
792,CrOTPP,Cr,"4-methyl-1,3-dioxolan-2-one",catalytic,,solid,4.0,48.0,,,,,,,,379.pdf,CrOTPP,CrOTPP,,,,
793,NU-1000,Zr,dimethylamino-2-propoxide (dmap),solvothermal growth,,thin film,,,1660.0,3.1,,,31.0,,,380.pdf,NU-1000,NU-1000,,,,
794,Cu-SIM NU-1000,Cu,dimethylamino-2-propoxide (dmap),solvothermal deposition followed by electrochemical reduction,H2Oelectrolyte,thin film,,,1660.0,3.1,,,31.0,,,380.pdf,Cu-SIM NU-1000,Cu-SIM NU-1000,,,,
795,{Cu4[(C57H32N12)(COO)8]}n(1),Cu,isophthalate moiety of L1,solvothermal assembly,dichloromethane,solid,,,2436.0,0.79,,7.17408762380655,,273.0,1.01325,382.pdf,{Cu4[(C57H32N12)(COO)8]}n(1),{Cu4[(C57H32N12)(COO)8]}n(1),,,,
796,UiO-66,Zr,H2BDC,aperture-opening encapsulation,MeOH,,4.0,5.0,948.8,,,,,,,383.pdf,UiO-66,UiO,,,,
797,Zn(Bmic)(AT),Zn,5-aminotetrazole (HAT) and 1-benzimidazole-5-carboxylic acid (H2Bmic),solvothermal,DMF/H2O(3/1volumeratio),solid,2.0,72.0,444.3,0.59,0.2,3.524582850004461,,273.0,,384.pdf,Zn(Bmic)(AT),Zn(Bmic)(AT),,,cm3,
798,ZTIF-8,Zn,μ2-linker,solvothermal,DMF/EtOH,colorless crystals,2.0,48.0,1981.0,,0.7,2.92,,273.0,1.01325,385.pdf,ZTIF-8,ZTIF-8,,,,
799,[Zn2(btm)2]·4H2O,Zn,"bis(5-methyl-1H-1,2,4-triazol-3-yl)methane (H2btm)",hydrothermal reaction,diluteaqueousammonia,micro-crystalline,,,622.0,0.72,0.21,6.180413542376733,,195.0,1.01325,386.pdf,[Zn2(btm)2]·4H2O,[Zn2(btm)2]·4H2O,,,,
800,[Zn(atz)2] (MAF-66),Zn,"3-amino-1,2,4-triazole (atz−)",acid-base neutralization,isopropylalcohol;aqueousammonia,colorless crystals,,3.0,1014.0,0.32,,6.26,,273.0,1.01325,387.pdf,[Zn(atz)2] (MAF-66),[Zn(atz)2] (MAF-66),,,,
801,[(CH3)2NH2]6[Cd3L(H2O)2]·12H2O,Cd,H12L,solvothermal assembly,DMF/H2O,solid,,6.0,,0.54,,,,,,388.pdf,[(CH3)2NH2]6[Cd3L(H2O)2]·12H2O,[(CH3)2NH2]6[Cd3L(H2O)2]·12H2O,,,,
802,HHU-5,Cu,"5-(1H-tetrazole-5-yl)-1,3-bis(3,5-dicarboxylphenyl)-benzene (H5TBDPB)",solvothermal,DMF/H2O,crystalline,2.0,,2070.0,0.74,,8.423306861782814,,273.0,1.0,389.pdf,HHU-5,HHU-5,,,,
803,SIFSIX-3-Cu,Cu,,,,,,,,0.35,,51.42,13.8,,,390.pdf,SIFSIX-3,SIFSIX,,,,
804,DICRO-3-Ni-i,Ni,,,,,,,,,,9.77,2.0,,,390.pdf,DICRO-3-Ni-i,DICRO-3-Ni-i,,,,
805,SIFSIX-2-Cu-i,Cu,,,,,,,,0.5,,9.21,1.0,,,390.pdf,SIFSIX-2,SIFSIX,,,,
806,MOOFOUR-1-Ni,Ni,,,,,,,,0.7,,19.85,5.0,,,390.pdf,MOOFOUR-1-Ni,MOOFOUR-1-Ni,,,,
807,Ni-4-PyC,Ni,,,,,,,,0.48,,7.94,2.0,,,390.pdf,Ni-4-PyC,Ni-4-PyC,,,,
808,DMOF-1,Zn,,,,,2.0,,,,,4.94,,,,390.pdf,DMOF-1,DMOF-1,,,,
809,ZIF-8,Zn,,,,,,,,,,1.27,23.0,,,390.pdf,ZIF-8,ZIF,,,,
810,MIL-101,Cr,,,,,,,,,,5.7,1.0,,,390.pdf,MIL-101,MIL,,,,
811,UiO-66,Zn,,,,,,,,,,4.28,1.0,,,390.pdf,UiO-66,UiO,,,,
812,UiO-66-NH2,Zn,,,,,,,,,,26.12,2.0,,,390.pdf,UiO-66,UiO,,,,
813,mmen-Mg2(dobpdc),Mg,H4dopdc,microwave,1/1DEF/EtOH,gray-white powder,2.0,30.0,3270.0,1.84,,1.8404907975460123,,298.0,0.00039,391.pdf,mmen-Mg2(dobpdc),Metal/dobpdc,,,,
814,Mg2(dobpdc),Mg,H4dopdc,microwave,1/1DEF/EtOH,white powder,2.0,30.0,3270.0,1.84,,3.999091115655533,,298.0,0.15,391.pdf,Mg2(dobpdc),Metal/dobpdc,,,,
815,dmpn-Mg2(dobpdc),Mg,"H4dopdc (4,4 ′-dioxidobiphenyl-3,3 ′-dicarboxylate)",appendage to metal sites in framework,Toluene,solid,2.0,24.0,948.0,,,2.42,,313.0,0.15,392.pdf,dmpn-Mg2(dobpdc),Metal/dobpdc,,,,
816,ZIF-8,Zn,2-methylimidazole,solvothermal,MeOH,solid,,4.0,1173.0,1.16,,,,,7.0,393.pdf,ZIF-8,ZIF,,,,
817,Functionalized ZIF-8,Zn,2-methylimidazole,solvothermal,Toluene,solid,,20.0,1096.0,1.16,,,,,7.0,393.pdf,ZIF-8,ZIF,,,,
818,UiO-66,Zr,H2BDC,,,solid,4.0,,,,,,,,,394.pdf,UiO-66,UiO,,,,
819,Cu⊂UiO-66,Cu,H2BDC,encapsulation,,solid,,,,,,,100.0,,,394.pdf,UiO-66,UiO,,,,
820,CPO-27-Ni,Ni,H4doBDC,all-water synthesis and spray-granulation,H2O,spheres,2.0,71.0,960.0,120.0,0.52,1.0,,323.0,0.97,395.pdf,CPO-27-Ni,CPO-27-Ni,,,,
821,Zeolite 13X,,,,,spheres,,,740.0,4.5,0.32,,,,,395.pdf,Zeolite 13X,Zeolite 13X,,,,
822,HKUST-1,Cu,"Benzene-1,3,5-tricarboxylate",reacting cu nitrate and trimesic acid,MeOH,crystalline,2.0,2.0,,0.9,,,,,,396.pdf,HKUST-1,HKUST,,,,
823,Zr-fcu-MOF-BDC,Zr,"1,4-benzene-dicarboxylic acid (H2BDC",hydrothermal,DMF,solid,,24.0,,,,,74.0,,,397.pdf,Zr-fcu-MOF-BDC,MOF,,,,
824,Zr-fcu-MOF-NH2BDC,Zr,NH2-BDC,hydrothermal,DMF,solid,,24.0,,,,,80.0,,,397.pdf,Zr-fcu-MOF-NH2BDC,MOF,,,,
825,Zr-fcu-MOF-NDC,Zr,"1,4-naphthalenedicarboxylic acid (1,4-NDC)",hydrothermal,DMF,solid,,24.0,,0.5,,,94.0,,,397.pdf,Zr-fcu-MOF-NDC,MOF,,,,
826,Y-fcu-MOF-NDC,Y,"1,4-naphthalenedicarboxylic acid (1,4-NDC)",hydrothermal,DMF,solid,3.0,60.0,,,,,,,,397.pdf,Y-fcu-MOF-NDC,MOF,,,,
827,ZIF-8,"Fe, Co",2-methylimidazole,high-temperature activation,,solid,2.0,,646.0,,,,,,,398.pdf,ZIF-8,ZIF,,,,
828,MIL-53(Al),Al,H2BDC,hydrothermal,,solid,3.0,7.0,970.0,1.5,0.67,3.6355373778686664,,273.0,1.0,399.pdf,MIL-53,MIL,,,,
829,Mg2(dobpdc),Mg,H4dopdc,,DMF/EtOH,purple powder,2.0,72.0,,,,2.7720972506248582,,,,400.pdf,Mg2(dobpdc),Metal/dobpdc,,,,
830,1-epn,Mg,epn,,,,2.0,,818.0,,,2.7720972506248582,,303.0,1.0132511,400.pdf,1-epn,1-epn,,,,
831,1-epn@PDMS60,Mg,epn,coating,,,2.0,6.0,,,,2.2722108611679164,,303.0,1.0132511,400.pdf,1-epn@PDMS60,1-epn@PDMS60,,,,
832,ZIF-67(Co),Co,2-methylimidazole,hydrothermal,MeOH,,,,1566.0,,,,,,,401.pdf,ZIF-67,ZIF,,,,
833,In@Co,"Co, In",,thermal decomposition of mof,MeOH,nano-structured,,100.0,107.0,,,,87.0,,50.0,401.pdf,In@Co,In@Co,,,,
834,APPAO,Ag,Polydopamine,homogeneous precipitation,H2O/Acetone,small balls (average diameter of 5 mm),1.0,30.0,,5.26,,,,,,402.pdf,APPAO,APPAO,,,,
835,PNU-21,Zn,"4,4'-stilbenedicarboxylate (stdb)",solvothermal,DMF/H2O,crystalline,,96.0,2.56,,,0.011599892924065316,99.0,298.0,,403.pdf,PNU-21,PNU-21,,,,
836,PNU-22,Cd,"4,4'-stilbenedicarboxylate (stdb)",solvothermal,DMF/H2O,crystalline,,96.0,1.5,,,0.062460961898813235,99.0,298.0,,403.pdf,PNU-22,PNU-22,,,,
837,UiO-66,Cu,H2BDC,,,,,,,,,,100.0,,,404.pdf,UiO-66,UiO,,,,
838,2MeIm@Co-BTC,Co,H3BTC,solvothermal,Notspecified,solid,,5.0,428.0,11.78,,,98.79,,30.0,405.pdf,2MeIm@Co-BTC,Metal/BTC,,,,
839,interpenetrated MOF-5 (int-MOF-5),Zn,H2BDC,self-assembly,DMF,solid,,15.0,,0.76,,,,,,406.pdf,MOF-5,MOF,,,,
840,MOF-5,Zn,H2BDC,solvothermal,DMF,solid,2.0,4.0,,,,,,,,407.pdf,MOF-5,MOF,,,,
841,ZIF-23,Zn,4-azabenzimidazole,"solvothermal, microwave",DMF,crystalline,,1.0,,,,,,,,408.pdf,ZIF-23,ZIF,,,,
842,MIL-101(Cr)-NH2,Cr,NH2-BDC,solvothermal,H2O,solid,3.0,24.0,1720.0,,1.54,2.1,,298.0,1.0,409.pdf,MIL-101,MIL,,,,
843,EA@MIL-101(Cr)-NH2,Cr,NH2-BDC,grafting,anhydroushexane,solid,3.0,12.0,605.0,,,3.4,,298.0,1.0,409.pdf,MIL-101,MIL,,,,
844,TiO2,Ti,,electrochemical anodization,,,4.0,,,,,,,,,410.pdf,TiO2,TiO2,,,,
845,FJI-H14,Cu,H2BTTA,hydrothermal,H2O,rod-shaped blue crystals,,3.0,904.0,0.6,0.45,7.629160346212188,,298.0,1.01325,411.pdf,FJI-H14,FJI-H14,,,,
846,Zn2(Atz)2(ox),Zn,Oxalate,modified procedure from previous reports,,single crystals,2.0,,,,,1.3,,273.0,1.0132581,412.pdf,Zn2(Atz)2(ox),Zn2(Atz)2(ox),,,,
847,Fe3+–N–C,Fe,Pyrrolic nitrogen (N) atoms,pyrolysis,N2,porous,3.0,,772.0,,,,,,,413.pdf,Fe3+–N–C,Fe3+–N–C,,,,
848,CALF-20,Zn,"[Zn2(1,2,4-triazolate)2(oxalate)]",solvothermal,H2O/MeOHmixture,solid,,,528.0,0.27,,4.07,,293.0,1.2,414.pdf,CALF-20,CALF-20,,,,
849,Ag@ZIF-8,Ag,2-methylimidazole,rapid precipitation,MeOH,solid,1.0,30.0,1229.0,1.16,,0.78,,298.0,1.0,415.pdf,ZIF-8,ZIF,,,,0.575
850,ZnF(TZ),Zn,"1,2,4-triazolate (TZ)",microwave-assisted solvothermal syntheses,,,2.0,,890.0,0.51,0.16,1.7845989113946639,,298.0,0.0,416.pdf,ZnF(TZ),ZnF(TZ),,,cm3,0.16449999999999998
851,ZnF(aTZ),Zn,"3-amino-1,2,4-triazolate (aTZ)",microwave-assisted solvothermal syntheses,,,2.0,,890.0,0.51,0.16,,,298.0,0.0,416.pdf,ZnF(aTZ),ZnF(aTZ),,,cm3,0.16449999999999998
852,ZnF(daTZ),Zn,"3,5-diamino-1,2,4-triazolate (daTZ)",microwave-assisted solvothermal syntheses,,,2.0,,890.0,0.51,0.16,1.7845989113946639,,298.0,0.0,416.pdf,ZnF(daTZ),ZnF(daTZ),,,cm3,0.16449999999999998
853,ZnF(dmTZ),Zn,"3,5-dimethyl-1,2,4-triazolate (dmTZ)",microwave-assisted solvothermal syntheses,,,2.0,,890.0,0.51,0.16,,,298.0,0.0,416.pdf,ZnF(dmTZ),ZnF(dmTZ),,,cm3,0.16449999999999998
854,2-ampd−Mg2(dobpdc),Mg,H4dopdc,grafting,Toluene,solid,2.0,12.0,618.0,,,3.63,,313.0,0.004,417.pdf,2-ampd−Mg2(dobpdc),Metal/dobpdc,,,,
855,Ni@ZrOF,Ni,NH2−H2BDC,solution impregnation followed by reduction,DMF/MeOH,solid,,24.0,898.0,,0.4,4.16,99.0,273.0,10.0,418.pdf,Ni@ZrOF,Ni@ZrOF,,,cm3,
856,NH2-MIL-53(Al),Al,NH2-BDC,hydrothermal,DMF,crystalline,3.0,3.0,,,,,,303.0,0.02,419.pdf,MIL-53,MIL,,,,
857,ZnCu-MOF-74,"Zn, Cu",H4dhta,mechanochemical ball milling,H2O/MeOH,crystalline,2.0,90.0,660.0,1.2,0.56,,,,,420.pdf,MOF-74,MOF,,,,
858,a-ZnCu-MOF-74,"Zn, Cu",H4dhta,post-synthetic mechanochemical treatment,,amorphous,2.0,,2.6,,0.03,,,,,420.pdf,MOF-74,MOF,,,,
859,Cu2O@Cu-MOF,Cu,H3BTC,in situ chemical etching,EtOH/BenzylAlcohol,solid,,0.3,1467.0,2.0,,3.7298117248148475,79.4,298.0,1.01325,421.pdf,Cu2O@Cu-MOF,MOF,,,,
860,Cu-MOF,Cu,H3BTC,solvothermal,EtOH/H2O,solid,,24.0,741.0,,,2.8107432854465957,49.7,298.0,1.01325,421.pdf,Cu-MOF,MOF,,,,
861,Cu2O,Cu,,,,solid,,,44.0,,,0.3703042741143928,45.2,,,421.pdf,Cu2O,Cu2O,,,,
862,MOF 1,Sm,H3BTB,solvothermal,DMF/H2O,crystalline,3.0,72.0,946.74,1.02,,1.29,,273.0,1.01325,422.pdf,MOF-1,MOF,,,,
863,MOF 2,Gd,H3BTB,solvothermal,DMF/H2O,crystalline,3.0,72.0,834.26,1.02,,1.87,,273.0,1.01325,422.pdf,MOF-2,MOF,,,,
864,HKUST-1,Cu,H3BTC,solvothermal,H2O/mixedDMF/EtOH,solid,2.0,12.0,1409.0,1.09,0.59,4.1,,298.0,1.0,423.pdf,HKUST-1,HKUST,,,cm3,
865,HKUST-1 −5ED,Cu,H3BTC,post-synthetic functionalization,Toluene,solid,,4.0,881.0,1.05,0.4,2.4,100.0,298.0,1.0,423.pdf,HKUST-1,HKUST,,,cm3,
866,HKUST-1 −10ED,Cu,H3BTC,post-synthetic functionalization,Toluene,solid,2.0,4.0,838.0,1.04,0.34,,,298.0,1.0,423.pdf,HKUST-1,HKUST,,,cm3,
867,HKUST-1 −20ED,Cu,H3BTC,post-synthetic functionalization,Toluene,solid,2.0,4.0,762.0,1.04,0.42,2.1,,298.0,1.0,423.pdf,HKUST-1,HKUST,,,cm3,
868,{[Co2(tzpa)(OH)(H2O)2]·DMF},Co,H3tzpa,hydrothermal,DMF/H2O,crystalline,2.0,72.0,455.0,1.04,,2.8402635764598956,,298.0,1.0,424.pdf,{[Co2(tzpa)(OH)(H2O)2]·DMF},{[Co2(tzpa)(OH)(H2O)2]·DMF},,,,
869,ZIF-8,Zn,2-methylimidazole,liquid-phase synthesis,MeOH,solid,2.0,24.0,1752.0,,1.42,,,,,425.pdf,ZIF-8,ZIF,,,,
870,MOF-5,Zn,Terephthalic Acid,liquid-phase synthesis,Dimethylformamide(DMF),solid,2.0,2.5,,,,,,,,425.pdf,MOF-5,MOF,,,,
871,NC-700,,,pyrolysis of zif-8,,solid,,4.0,,,,,,,,425.pdf,NC-700,NC-700,,,,
872,NC-800,,,pyrolysis of zif-8,,solid,,4.0,,,,,,,,425.pdf,NC-800,NC-800,,,,
873,NC-900,,,pyrolysis of zif-8,,solid,,4.0,,,,,78.0,,,425.pdf,NC-900,NC-900,,,,
874,UiO-66,Zr,H2BDC,hydrothermal,,solid,4.0,12.0,1108.0,,,3.6,,308.0,1.0,426.pdf,UiO-66,UiO,,,,
875,PEI@UiO-66,Zr,H2BDC,wet impregnation,MeOH,solid,4.0,12.0,37.0,,,2.41,,338.0,1.0,426.pdf,UiO-66,UiO,,,,
876,MIL-101-Cr,Cr,H2BDC,hydrothermal,HF/H2O,solid,3.0,8.0,3126.5,2.25,,3.05,,273.0,,427.pdf,MIL-101,MIL,,,,
877,MIL-101-SO3H,Cr,monosodium 2-sulfoH2BDC,one-pot synthesis,H2O/HCl,solid,6.0,3.0,1936.9,,,2.04,,,,427.pdf,MIL-101,MIL,,,,
878,MIL-101-EN,Cr,ethylendiamine,postmodification,cyclohexane,solid,,20.0,839.7,,,3.57,96.5,,,427.pdf,MIL-101,MIL,,,,
